SKU,Product Name,Category,Sub-Category,Type,Price,Short Description (Clean),Status,Image
99664,Style Up Roll On Fresh 50ml,Personal Care,Deodorant & Body Sprays,GROCERY,9.99,"Product Type:Deodorant Roll-On

Product Net Weight:50ml

Product Unit:Single Bottle",Active,https://demo8.1hour.in/media/products/99664.png
179093,Quaker Oat So Simple Pots Apple & Blueberry 50g,Food Cupboard,Oats & Custard,GROCERY,37.99,"Product Type:Instant Oatmeal
Product Net Weight:50g
Product Unit:1 Pot",Active,https://demo8.1hour.in/media/products/179093.png
179069,Weetabix Marvel Oaty Milk Chocolate Bars,Snacks,Chocolates,GROCERY,49.99,"Product Type:Oat Bar/Snack Bar
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/179069.png
18379,BO-16 Cream Relaxer Regular 150g,Personal Care,Hair Care,GROCERY,15.99,"Product Type:Hair Relaxer

Product Net Weight:150g

Product Unit:Single Tube",Active,https://demo8.1hour.in/media/products/18379.png
178749,Schwartz Las Inguanas Honey Chilli Chick 35g,Food Cupboard,Herbs & Seasonings,GROCERY,37.99,"Product Type:Seasoning Mix
Product Net Weight:35g
Product Unit:1 Pack",Active,https://demo8.1hour.in/media/products/178749.png
178606,Tena Discreet Normal Pads 12sheets,Personal Care,Feminine Care,GROCERY,108.99,"Product Type:Incontinence Pads
Product Unit:12 Pads per pack",Active,https://demo8.1hour.in/media/products/178606.png
179075,Weetabix Marvel Chocolate Stars 500g,Food Cupboard,Cereal & Porridge,GROCERY,119.99,"Product Type:Breakfast Cereal
Product Net Weight:500g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/179075.png
178588,Tilda Steamed Basmati Coconut Rice 250g,Food Cupboard,Rice & Grains,GROCERY,64.99,"Product Type:Pre-cooked Rice
Product Net Weight:250g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/178588.png
178526,Schwartz Bella Italia Pollo Funghi 30g,Food Cupboard,Herbs & Seasonings,GROCERY,37.99,"Product Type:Seasoning Mix
Product Net Weight:30g
Product Unit:1 Unit",Active,https://demo8.1hour.in/media/products/178526.png
178439,King Pot Noodle Beef  Tomato 114g,Food Cupboard,Noodles & Pasta,GROCERY,53.99,"Product Type:Instant Noodles
Product Net Weight:114g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/178439.png
179072,Weetabix Marvel Oaty Caramel Bars,Snacks,Bars & Wafers,GROCERY,49.99,"Product Type:Oat Bar/Snack Bar
Product Unit:5 bars per pack",Active,https://demo8.1hour.in/media/products/179072.png
X648,Odomos Mosquito Repellent Cream 50g,Household,Pest Control,GROCERY,26.49,"Product Type:Mosquito Repellent Cream

Product Net Weight:50g

Product Unit:Single Tube",Active,https://demo8.1hour.in/media/products/X648.png
180531,Border Lemon Drizzle Melts 150g,Snacks,Biscuits,GROCERY,54.99,"Product Type:Lemon Shortbread Biscuits
Product Net Weight:150g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180531.png
178759,Schwartz Extra Mature Cheese Mix 30g,"Dairy, Deli & Egg",Cheese,GROCERY,31.99,"Product Type:Cheese Mix
Product Net Weight:30g
Product Unit: 1Packet",Active,https://demo8.1hour.in/media/products/178759.png
180533,Border Milk Chocolate Viennese 150g,Snacks,Biscuits,GROCERY,54.99,"Product Type:Chocolate Biscuits
Product Net Weight:150g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180533.png
178607,Tena Lights Liners Sensitive 24sheets,Personal Care,Feminine Care,GROCERY,93.99,"Product Type:Incontinence Liners
Product Unit:24 Liners",Active,https://demo8.1hour.in/media/products/178607.png
178598,Tilda Steamed Peri Peri Rice 250g,Food Cupboard,Rice & Grains,GROCERY,64.99,"Product Type:Pre-cooked Rice
Product Net Weight:250g
Product Unit: 1unit",Active,https://demo8.1hour.in/media/products/178598.png
165144,Padex White Soap Easy Clean Wet Wipes,Personal Care,Wipes & Sanitizers,GROCERY,79.99,"Product Type:Wet Wipes

Product Unit:Single Pack",Active,https://demo8.1hour.in/media/products/165144.png
178530,Schwartz Gravy Sachet Roast Chicken 26g,Food Cupboard,Herbs & Seasonings,GROCERY,37.99,"Product Type:Gravy Mix
Product Net Weight:26g
Product Unit:1Sachet",Active,https://demo8.1hour.in/media/products/178530.png
178531,Schwartz Mulled Wine 18g,Food Cupboard,Herbs & Seasonings,GROCERY,66.99,"Product Type:Spice Blend
Product Net Weight:18g
Product Unit:1 Sachet",Active,https://demo8.1hour.in/media/products/178531.png
158855,Quaker To Go G/syrup 110g,Food Cupboard,Cereal & Porridge,GROCERY,52.99,"Product Type:Syrup
Product Net Weight:110g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/158855.png
91406,Emborg Edamame 400g,Frozen,Frozen Vegetables,GROCERY,89.99,"Product Type:Frozen Edamame

Product Net Weight:400g

Product Unit:Single Pack",Active,https://demo8.1hour.in/media/products/91406.png
91369,Emborg Organic Chopped Spinach 400g,Frozen,Frozen Vegetables,GROCERY,62.99,"Product Type:Frozen Vegetables

Product Net Weight:400g

Product Unit:Single Pack",Active,https://demo8.1hour.in/media/products/91369.png
81130,Betty Crocker Muffin Blueberry 335g,Food Cupboard,Baking Essentials,GROCERY,129.99,"Product Type:Muffin Mix
Product Net Weight:335g
Product Unit:1 Box",Active,https://demo8.1hour.in/media/products/81130.png
178750,Tate & Lyle Black Treacle Molasses 454g,Food Cupboard,Sugar & Sweetener,GROCERY,54.99,"Product Type:Molasses Syrup
Product Net Weight:454g
Product Unit:1 Jar",Active,https://demo8.1hour.in/media/products/178750.png
180963,Apple Royal Gala 2 Pack,Fruits & Veg,Fresh Fruits,GROCERY,29.99,"Product Type:Fresh Fruit (Apple)

Product Unit: 2Packs",Active,https://demo8.1hour.in/media/products/180963.png
180444,Haldiram's Sesame Seed Chikki 80g,Snacks,Nuts & Seeds,GROCERY,13.99,"Product Type:Sweet/Confectionery
Product Net Weight:80g
Product Unit:1Unit",Active,https://demo8.1hour.in/media/products/180444.png
180162,Geotox  Against Crawling Insects 250g,Household,Pest Control,GROCERY,79.99,"Product Type:Insecticide Powder

Product Net Weight:250g

Product Unit:Single Pack",Active,https://demo8.1hour.in/media/products/180162.png
179803,Fury Chocolate Wafers 15g,Snacks,Bars & Wafers,GROCERY,1.99,"Product Type:Chocolate Wafers

Product Net Weight:15g

Product Unit: 1 Unit",Active,https://demo8.1hour.in/media/products/179803.png
179746,Lipice Original For Men Lipbalm Single,Personal Care,Cosmetics,GROCERY,30.49,"Product Type:Lip Balm

Product Unit:Single Stick",Active,https://demo8.1hour.in/media/products/179746.png
181140,Mccain Straight Cut Fries 2.5kg,Frozen,Frozen Vegetables,GROCERY,99.99,"Product Type:Frozen French Fries
Product Net Weight:2.5Kg
Product Unit:1 Bag",Active,https://demo8.1hour.in/media/products/181140.png
177936,Qnt Vegan Wafer Bar Hazelnut 35g,Snacks,Bars & Wafers,GROCERY,34.99,"Product Type:Vegan Wafer Bar
Product Net Weight:35g (per bar)
Product Unit:1 Unit (1 bar)",Active,https://demo8.1hour.in/media/products/177936.png
140202,Angel Delight Strawberry Sachet 59g,Beverages,Powdered Beverages,GROCERY,41.99,"Product Type:Dessert Mix
Product Net Weight:59g
Product Unit:Single Sachet",Active,https://demo8.1hour.in/media/products/140202.png
181338,Hkc Cabbage Big pieces,Fruits & Veg,Fresh Vegetables,GROCERY,34.99,"Product Type: Fresh Produce
Product Unit:1 Unit",Active,https://demo8.1hour.in/media/products/181338.png
140201,Angel Delight Chocolate Sachet 59g,Beverages,Powdered Beverages,GROCERY,41.99,"Product Type:Dessert Mix

Product Net Weight:59g

Product Unit:Single Sachet",Active,https://demo8.1hour.in/media/products/140201.png
140198,Angel Delight Butterscotch Sachet 59g,Beverages,Powdered Beverages,GROCERY,41.99,"Product Type:Dessert Mix
Product Net Weight:59g
Product Unit:Single Sachet",Active,https://demo8.1hour.in/media/products/140198.png
181137,Mccain Golden Longs 750g,Frozen,Frozen Vegetables,GROCERY,33.49,"Product Type:Frozen French Fries
Product Net Weight:750g
Product Unit:1 Unit (single bag)",Active,https://demo8.1hour.in/media/products/181137.png
181143,Milk Leo Milk 333g,Snacks,Chocolates,GROCERY,7.99,"Product Type:Chocolate Bar
Product Net Weight:333g
Product Unit:1Bar",Active,https://demo8.1hour.in/media/products/181143.png
181135,Mccain Lightly Seasoned Wedges 750g,Frozen,Frozen Vegetables,GROCERY,40.49,"Product Type:Frozen Potato Wedges
Product Net Weight:750g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/181135.png
181134,Mccain Lightly Seasoned Wedges 1.5kg,Frozen,Frozen Vegetables,GROCERY,74.99,"Product Type:Frozen Potato Product
Product Net Weight:1.5kg
Product Unit:1 unit (single bag)",Active,https://demo8.1hour.in/media/products/181134.png
140196,Angel Delight Banana Sachet 59g,Beverages,Powdered Beverages,GROCERY,41.99,"Product Type:Dessert Mix
Product Net Weight:59g
Product Unit:Single Sachet",Active,https://demo8.1hour.in/media/products/140196.png
181141,Milka Mmmax Triolade 280g,Snacks,Chocolates,GROCERY,40.49,"Product Type: Chocolate Bar
Product Net Weight: 280g
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/181141.png
181142,Milka Milk With Crispy Rice 100g,Snacks,Chocolates,GROCERY,21.99,"Product Type:Chocolate Bar
Product Net Weight:100g
Product Unit:1 Unit (1 bar)",Active,https://demo8.1hour.in/media/products/181142.png
181136,Mccain Golden Longs 1.5kg,Frozen,Frozen Vegetables,GROCERY,64.99,"Product Type:Frozen French Fries
Product Net Weight:1.5kg
Product Unit:1 Unit (1 bag)",Active,https://demo8.1hour.in/media/products/181136.png
175367,Arcor Milk Rocklets 15g,Snacks,Chocolates,GROCERY,5.49,"Product Type:Chocolate Candy
Product Net Weight:15g
Product Unit: 1Unit",Active,https://demo8.1hour.in/media/products/175367_FhDuLNq.png
180543,Eat Natural Protein Chocolate Fruitnut Bar 40g,Snacks,Bars & Wafers,GROCERY,24.99,"Product Type:Protein Bar
Product Net Weight:40g
Product Unit:1Unit (1 bar)",Active,https://demo8.1hour.in/media/products/180543.png
175370,Arcor Tortuguita Choco Filling Biscuit 120g,Snacks,Biscuits,GROCERY,11.99,"Product Type:Biscuit
Product Net Weight:120g
Product Unit:1 Unit",Active,https://demo8.1hour.in/media/products/175370.png
175360,Arcor Butter Toffees Passion Fruit Mousse 100g,Snacks,Candies & Gum,GROCERY,20.99,"Product Type: Toffee Candy with Passion Fruit Mousse Filling
Product Net Weight: 100g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/175360.png
175359,Arcor Butter Toffees Coconut 100g,Snacks,Candies & Gum,GROCERY,20.99,"Product Type: Coconut Toffee Candy
Product Net Weight: 100g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/175359.png
172806,Happy Cow Laban Yogurt 1kg,"Dairy, Deli & Egg",Yoghurt,GROCERY,42.99,"Product Type: Laban/Yogurt Drink
Product Net Weight: 1kg
Product Unit: 1 tub",Active,https://demo8.1hour.in/media/products/172806.png
172570,Yves Rocher Rep Rich Body Scrub Shea & Cal 150ml,Personal Care,Skin Care,GROCERY,210,"Product Type: Body Scrub
Product Net Weight: 150ml
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/172570.png
180064,Olympus Dairy Cheese Feta 200g,"Dairy, Deli & Egg",Cheese,GROCERY,179.99,"Product Type:Feta Cheese

Product Net Weight:200g

Product Unit:Single unit",Active,https://demo8.1hour.in/media/products/180064.png
179772,Soft  Gentle Deo Ocean Breeze Mens 250ml,Personal Care,Deodorant & Body Sprays,GROCERY,46.49,"Product Type:Deodorant Spray

Product Net Weight:250ml

Product Unit:Single unit",Active,https://demo8.1hour.in/media/products/179772.png
168192,Omo Handwash Powder 600g,Household,Laundry,GROCERY,40.99,"Product Type: Laundry Detergent (Handwash Powder) 
Product Net Weight: 600g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/168192.png
20127,Kettle Chips Mature Cheddarred Onion 130g,Snacks,Chips & Crisps,GROCERY,49.99,"Product Type:Kettle-Cooked Chips

Product Net Weight:130g

Product Unit:Single unit",Active,https://demo8.1hour.in/media/products/20127.png
180655,McVitie's Gluten Free Original Hobnobs 150g,Snacks,Biscuits,GROCERY,74.99,"Product Type:Gluten-Free Biscuits
Product Net Weight:150g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180655.png
158495,X Natural Mineral Water 500ml,Beverages,Water,GROCERY,1.89,"Product Type: Natural Mineral Water
Product Net Weight: 500ml
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/158495.png
155908,Rosswood Cashew No Added Salt 25g,Snacks,Nut & Seed,GROCERY,11.99,"Product Type: Cashews (Nut)
Product Net Weight: 25g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/155908.png
180650,Clearspring Sushi Ginger Pickled Organic 50g,Food Cupboard,Packaged Food,GROCERY,129.99,"Product Type:Pickled Ginger
Product Net Weight:50g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180650.png
151079,Skin Gourmet Moringa Oil 50ml,Personal Care,Skin Care,GROCERY,94.99,"Product Type: Moringa Oil
Product Net Weight: 50ml
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/151079.png
180637,Yutaka Sushi Rice 500g,Food Cupboard,Packaged Food,GROCERY,72.99,"Product Type:Sushi Rice
Product Net Weight:500g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180637.png
180630,Doves Gluten Free Pancake Mix 300g,Food Cupboard,Baking Essentials,GROCERY,91.99,"Product Type:Gluten-Free Pancake Mix
Product Net Weight:300g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180630.png
143737,Min Dayaa Fig Knotted Jam 454g,Food Cupboard,Cans & Jars,GROCERY,49.99,"Product Type: Fig Jam
Product Net Weight: 454g
Product Unit: 1 jar",Active,https://demo8.1hour.in/media/products/143737.png
180629,Nairns Gluten Free Salted Caramel Oat Biscuit 160g,Snacks,Biscuits,GROCERY,94.99,"Product Type:Gluten-Free Oat Biscuits
Product Net Weight:160g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180629.png
180627,Doves  Bicarbonate Of Soda Gluten Free 200g,Food Cupboard,Baking Essentials,GROCERY,61.99,"Product Type:Bicarbonate of Soda
Product Net Weight:200g
Product Unit: 1unit",Active,https://demo8.1hour.in/media/products/180627.png
142352,Nail Polish Elect Pink 26,Personal Care,Cosmetics,GROCERY,18.99,"Product Type: Nail Polish
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/142352.png
138609,Wafer Master 165g,Snacks,Bars & Wafers,GROCERY,29.99,"Product Type: Wafer Biscuit
Product Net Weight: 165g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/138609.png
138240,Lb Fresh Mint Bunch,Fruits & Veg,Fresh Vegetables,GROCERY,49.99,"Product Type: Fresh Herbs (Mint)
Product Unit: 1 bunch",Active,https://demo8.1hour.in/media/products/138239.png
133384,Parle Malty Biscuits 56g,Snacks,Biscuits,GROCERY,2.19,"Product Type: Biscuits
Product Net Weight: 56g
Product Unit: 1 unit",Active,https://demo8.1hour.in/media/products/133384.png
180625,Nairns Salted Caramel Oat Biscuit 200g,Snacks,Biscuits,GROCERY,69.99,"Product Type:Oat Biscuits
Product Net Weight:200g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180625.png
180624,Nairns Coconut  Chia Oat Biscuit 200g,Snacks,Biscuits,GROCERY,69.99,"Product Type:Oat Biscuits
Product Net Weight:200g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180624.png
127107,Jordina Mini Pound Cake Cocoa 40g,Bakery,Cakes,GROCERY,10.99,"Product Type: Mini Pound Cake
Product Net Weight: 40g
Product Unit: 1 piece",Active,https://demo8.1hour.in/media/products/127107.png
126565,Lamb Lean Meat Boneless &Fatless,Meat & Seafood,Fresh Meat,GROCERY,149.99,"Product Type: Fresh Lamb Meat
Product Net Weight:500g
Product Unit: 1 pack",Active,https://demo8.1hour.in/media/products/126565.png
180620,Nairns Blue & Raspberry Chunky Biscuits 160g,Snacks,Biscuits,GROCERY,94.99,"Product Type:Oat Biscuits
Product Net Weight:160g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180620.png
180615,Meridian Light Tahini 270g,Food Cupboard,Cans & Jars,GROCERY,109.99,"Product Type:Sesame Paste
Product Net Weight:270g
Product Unit:1 unit",Active,https://demo8.1hour.in/media/products/180615.png
111634,Voi Antibacterial Hand Soap 500ml,Personal Care,Hand Care,GROCERY,46.99,"Product Type: Antibacterial Hand Soap
Product Net Weight: 500 ml
Product Unit: 1 bottle",Active,https://demo8.1hour.in/media/products/111634.png
